SKU,name,orderedQuantity,stockLevel,restockingLeadTime,sentimentScore,sentimentMagnitude
GGOEGAAC035015, Men's Bayside Graphic Tee,12,21,18,0.7,1.1
GGOEGAAX0651, Toddler Short Sleeve Tee Red,41,71,18,0.7,1.1
GGOEGAAX0366, Women's Scoop Neck Tee White,51,81,18,0.6,1.6
GGOEGAEC033117, Men's Long Sleeve Raglan Ocean Blue,6,9,18,0.5,0.9
GGOEGXXX0845,BLM Sweatshirt,3,4,18,0.5,0.9
9182848, Toddler Hoodie Royal Blue,0,0,18,0.5,0.9
GGOEGAEC033114, Men's Long Sleeve Raglan Ocean Blue,44,71,18,0.6,0.9
GGOEYAAB031817, Men's Short Sleeve Hero Tee Black,13,21,18,0.6,0.9
GGOEGAAX0580, Women's 1/4 Zip Jacket Charcoal,4,7,18,-0.1,0.9
GGOEGAAX0687,Android Youth Short Sleeve T-shirt Aqua,24,39,18,0.6,0.9
GGOEGAAJ032717, Men's Long & Lean Tee Grey,14,22,18,0.5,0.9
9182714, Men's Long Sleeve Raglan Ocean Blue,0,0,18,0.6,0.9
GGOEAAAJ031915,Android Men's Short Sleeve Hero Tee Heather,101,193,18,0.8,1.3
9183229, Cam Outdoor Security Camera - USA,0,0,18,0.8,1.3
GGOEGAAX0618, Infant Short Sleeve Tee Red,8,15,18,0.8,1.3
GGOEGAWC061950, Infant Short Sleeve Tee Royal Blue,4,7,18,0.8,1.3
GGOEGAEJ028116, Women's Short Sleeve Badge Tee Grey,11,21,18,0.8,1.3
GGOEGAAJ032315, Men's Short Sleeve Hero Tee Charcoal,133,182,19,0.3,0.5
GGOEAAWT061750,Android Onesie Gold,2,2,19,0.3,0.5
GGOEGAAX0613, Onesie Green,29,49,19,0.6,1.0
GGOEGAAQ057213, Men's Colorblock Tee White/Heather,6,10,19,0.6,1.0
GGOEGAQB036017, Women's Fleece Hoodie,1,1,19,0.2,0.3
GGOEYAEJ029015, Women's Short Sleeve Hero Tee Charcoal,4,4,19,0.1,0.3
9181019, Tri-blend Hoodie Grey,0,0,19,0.1,0.3
GGOEYAAB031816, Men's Short Sleeve Hero Tee Black,18,20,19,0.1,0.3
GGOEGAAH034014, Men's Vintage Badge Tee Sage,193,277,19,0.4,0.6
GGOEGAPJ058012, Women's 1/4 Zip Jacket Charcoal,9,12,19,0.3,0.6
GGOEGAEB027814, Women's Short Sleeve Hero Tee Black,124,173,19,0.3,0.6
GGOEGAAX0573, Men's Lightweight Microfleece Jacket Black,18,20,19,0.1,0.6
9184721,BLM Sweatshirt,0,0,19,0.4,0.6
GGOEYAAJ032517, Men's Short Sleeve Hero Tee Charcoal,1,1,19,0.4,0.6
GGOEAAAJ031913,Android Men's Short Sleeve Hero Tee Heather,49,68,19,0.3,0.6
GGOEGAAB010515, Men's 100% Cotton Short Sleeve Hero Tee Black,134,193,19,0.4,0.6
GGOEGAWR061153, Onesie Red,14,20,19,0.4,0.6
9184734, Learning Thermostat 3rd Gen-USA - Copper,0,0,19,0.7,1.2
GGOEAAEJ033417,Android Men's Long Sleeve Badge Crew Tee Heather,5,9,19,0.8,1.2
GGOEGALJ034415, Women's Vintage Hero Tee Platinum,36,65,19,0.7,1.2
GGOEGAYT068524, Youth Short Sleeve T-shirt Yellow,25,46,19,0.8,1.2
GGOEGALP034317, Women's Vintage Hero Tee Lavender,5,9,19,0.7,1.2
GGOEGALJ036414, Women's Tee Grey,16,23,19,0.4,0.7
GGOEGAAX0280, Women's Short Sleeve Hero Tee Grey,30,52,19,0.1,0.7
GGOEGAAX0341, Women's Vintage Hero Tee Black,188,332,19,0.1,0.7
9182752, Men's Short Sleeve Performance Badge Tee Charcoal,0,0,19,0.4,0.7
GGOEGAYQ068924, Youth Girl Hoodie,4,5,19,0.4,0.7
GGOEGAAX0582, Women's Lightweight Microfleece Jacket,3,3,19,0.5,1.4
GGOEGAAX0323, Men's Short Sleeve Hero Tee Charcoal,11,20,19,0.5,1.4
GGOEGAAX0577, Women's Performance Golf Polo Blue,0,0,19,0.5,1.4
9180868,Crunch Noise Dog Toy,0,0,19,0.9,1.4
9183210, RFID Journal,0,0,19,0.0,0.1
GGOEGAYH067924, Youth Girl Tee Green,9,9,19,0.0,0.1
GGOEGALQ036614, Women's Scoop Neck Tee White,49,52,19,0.0,0.1
GGOEGALL074614, Women's Short Sleeve Badge Tee Navy,29,31,19,0.0,0.2
9183015, Onesie Heather,0,0,19,0.1,0.2
GGOEYAEJ029613, Women's Short Sleeve Tri-blend Badge Tee Grey,7,8,19,0.1,0.2
GGOEGAAX0690, Youth Short Sleeve Tee White,29,31,19,0.0,0.2
GGOEGAAX0105, Men's 100% Cotton Short Sleeve Hero Tee Black,62,105,19,-0.2,0.2
GGOEGAAX0660, Toddler Sports T-shirt Red,10,10,19,0.0,0.2
GGOEAAXN066328,Android Toddler Short Sleeve T-shirt Pink,20,22,19,0.1,0.2
GGOEAAEH035215,Android Men's Vintage Henley,25,27,19,0.1,0.2
GGOEGCBC016999, Pet Feeding Mat,105,115,19,0.5,0.2
GGOEGAAX0603, Women's 1/4 Zip Performance Pullover Two-Tone Blue,10,15,19,-0.1,0.4
9183091, Youth Baseball Raglan Heather/Black,0,0,19,0.2,0.4
GGOEGAAX0610, Onesie Red/Graphite,51,63,19,0.2,0.4
GGOEGADJ057115, Men's Performance 1/4 Zip Pullover Heather/Black,7,8,19,0.2,0.4
GGOEAAEH035217,Android Men's Vintage Henley,8,10,19,0.2,0.4
9182903,Android Youth Short Sleeve T-shirt Pewter,0,0,19,0.2,0.4
GGOEGALQ034215, Women's Vintage Hero Tee White,29,37,19,0.2,0.4
GGOEGAXC065629, Toddler Hoodie Royal Blue,27,41,19,0.5,0.8
GGOEGAAJ032815, Men's Long & Lean Tee Charcoal,161,251,19,0.5,0.8
9182788,Yoga Mat,0,0,19,0.5,0.8
GGOEAAXN066330,Android Toddler Short Sleeve T-shirt Pink,44,70,19,0.5,0.8
GGOEAAEJ035715,Android Men's Vintage Tank,15,23,19,0.5,0.8
GGOEGAWC062849, Infant Zip Hood Royal Blue,69,108,19,0.5,0.8
GGOEAAAB034917,Android BTTF Moonshot Graphic Tee,13,20,19,0.5,0.8
GGOEYAFB073117, Men's Fleece Hoodie Black,13,20,19,0.5,0.8
GGOEGATB060214, Women's 1/4 Zip Performance Pullover Black,5,8,19,0.7,1.1
GGOEGATB060216, Women's 1/4 Zip Performance Pullover Black,4,7,19,0.7,1.1
GGOEGAAC032114, Men's Short Sleeve Hero Tee Light Blue,20,35,19,0.7,1.1
GGOEGAAX0663,Android Toddler Short Sleeve T-shirt Pink,12,19,19,0.5,0.9
GGOEAAEJ028216,Android Women's Short Sleeve Badge Tee Dark Heather,3,4,19,0.5,0.9
GGOEGAWR061848, Infant Short Sleeve Tee Red,11,18,19,0.6,0.9
GGOEGAAX0622, Infant Short Sleeve Tee White,34,55,19,0.6,0.9
GGOENEBB081499, Cam Indoor Security Camera - CA,38,72,19,0.8,1.3
9183239,25L Classic Rucksack,0,0,19,0.8,1.3
GGOEGALJ072916, Women's Performance Hero Tee Gunmetal,3,5,19,0.8,1.3
GGOEGAAX0761,Android Stretch Fit Hat Black,27,52,19,0.8,1.3
